county,year,litter,recycled,dumps,partners,volunteer_hours,county_road_miles,litter_per_mile,recycled_per_mile
Maury,2023-2024,171015.0,0.0,0,0,60.0,186.13,918.793316499221,0.0
McMinn,2019-2020,167040.0,0.0,0,199,441.0,1244.0,134.2765273311897,0.0
McMinn,2020-2021,124093.0,0.0,0,5,45.0,1244.0,99.7532154340836,0.0
McMinn,2021-2022,119460.0,0.0,0,0,0.0,1244.0,96.02893890675242,0.0
McMinn,2022-2023,75200.0,0.0,3,0,0.0,1244.0,60.450160771704184,0.0
McMinn,2023-2024,90966.0,0.0,30,0,0.0,1244.0,73.12379421221866,0.0
McNairy,2019-2020,3300.0,2300.0,2,0,0.0,400.0,8.25,5.75
McNairy,2020-2021,11925.0,10889.0,14,0,0.0,400.0,29.8125,27.2225
McNairy,2021-2022,5638.0,4866.0,7,0,0.0,400.0,14.095,12.165
McNairy,2022-2023,15205.0,9430.0,22,0,0.0,400.0,38.0125,23.575
McNairy,2023-2024,33919.0,15269.0,52,0,0.0,400.0,84.7975,38.1725
Meigs,2019-2020,142870.0,2.0,26,0,0.0,365.4,390.9961685823755,0.005473453749315818
Meigs,2020-2021,227090.4,0.0,76,0,0.0,365.4,621.4844006568145,0.0
Meigs,2021-2022,209380.0,0.0,64,0,0.0,365.4,573.015873015873,0.0
Meigs,2022-2023,226700.0,0.0,84,0,0.0,365.4,620.415982484948,0.0
Meigs,2023-2024,187100.0,0.0,126,0,0.0,365.4,512.0415982484948,0.0
Monroe,2019-2020,322070.0,8152.0,16,0,0.0,268.3,1200.4099888184867,30.3838986209467
Monroe,2020-2021,383705.0,30915.0,151,0,0.0,268.3,1430.1341781587773,115.22549385016772
Monroe,2021-2022,665512.0,35242.0,58,0,0.0,268.3,2480.4770778978755,131.35296310100634
Monroe,2022-2023,320705.0,16700.0,158,0,0.0,268.3,1195.3224002981735,62.24375698844577
Monroe,2023-2024,247720.0,15155.0,76,0,0.0,268.3,923.2948192322027,56.485277674245246
Montgomery,2019-2020,114089.75,179636.75,144,0,0.0,16.2,7042.577160493827,11088.688271604939
Montgomery,2020-2021,150628.0,148928.0,121,0,0.0,16.2,9298.024691358025,9193.086419753086
Montgomery,2021-2022,118280.0,118280.0,94,0,0.0,16.2,7301.234567901235,7301.234567901235
Montgomery,2022-2023,117525.0,109923.0,145,24,6.0,16.2,7254.62962962963,6785.37037037037
Montgomery,2023-2024,53266.0,53266.0,180,0,0.0,16.2,3288.024691358025,3288.024691358025
Moore,2019-2020,51581.0,221.6,0,0,0.0,23.05,2237.7874186550976,9.613882863340564
Moore,2020-2021,39245.0,223.0,0,0,0.0,23.05,1702.6030368763556,9.674620390455532
Moore,2021-2022,32650.0,209.0,0,0,0.0,23.05,1416.4859002169196,9.067245119305857
Moore,2022-2023,42160.0,277.0,0,0,0.0,23.05,1829.0672451193059,12.017353579175705
Moore,2023-2024,29061.0,171.4,1,0,0.0,23.05,1260.7809110629066,7.436008676789588
Morgan,2019-2020,27426.0,287.0,4,0,0.0,44.0,623.3181818181819,6.5227272727272725
Morgan,2020-2021,16448.0,414.0,0,0,0.0,44.0,373.8181818181818,9.409090909090908
Morgan,2021-2022,18643.0,380.0,3,1,5.0,44.0,423.70454545454544,8.636363636363637
Morgan,2022-2023,20565.0,770.0,26,0,0.0,44.0,467.3863636363636,17.5
Morgan,2023-2024,26976.0,1181.0,3,0,0.0,44.0,613.0909090909091,26.84090909090909
Obion,2019-2020,30380.0,332.0,0,0,0.0,130.0,233.69230769230768,2.5538461538461537
Obion,2020-2021,12400.0,0.0,0,0,0.0,130.0,95.38461538461539,0.0
Obion,2021-2022,14600.0,0.0,0,0,0.0,130.0,112.3076923076923,0.0
Obion,2022-2023,23220.0,124.0,1,0,0.0,130.0,178.6153846153846,0.9538461538461539
Obion,2023-2024,18280.0,756.0,0,0,0.0,130.0,140.6153846153846,5.815384615384615
Overton,2019-2020,203160.0,0.0,35,0,0.0,136.4,1489.4428152492667,0.0
Overton,2020-2021,175700.0,0.0,29,0,0.0,136.4,1288.123167155425,0.0
Overton,2021-2022,167500.0,1.0,25,0,0.0,136.4,1228.0058651026393,0.007331378299120234
Overton,2022-2023,142880.0,0.0,12,0,0.0,136.4,1047.507331378299,0.0
Overton,2023-2024,143100.0,0.0,20,0,0.0,136.4,1049.1202346041055,0.0
Perry,2019-2020,8252.0,7452.0,0,0,0.0,1620.0,5.093827160493827,4.6
Perry,2020-2021,4680.0,4680.0,0,0,0.0,1620.0,2.888888888888889,2.888888888888889
Perry,2021-2022,4073.0,4073.0,0,0,0.0,1620.0,2.5141975308641977,2.5141975308641977
Perry,2022-2023,2301.0,2278.0,0,0,0.0,1620.0,1.4203703703703703,1.4061728395061728
Perry,2023-2024,2784.0,2519.0,0,0,0.0,1620.0,1.7185185185185186,1.5549382716049382
Pickett,2019-2020,39220.0,0.0,0,0,0.0,108.25,362.3094688221709,0.0
Pickett,2020-2021,38900.0,0.0,1,0,0.0,108.25,359.3533487297922,0.0
Pickett,2021-2022,40300.0,0.0,0,0,0.0,108.25,372.2863741339492,0.0
Pickett,2022-2023,46540.0,0.0,0,0,0.0,108.25,429.9307159353349,0.0
Pickett,2023-2024,38380.0,2.0,3,10,13.0,108.25,354.54965357967666,0.018475750577367205
Polk,2019-2020,8800.0,0.0,9,0,0.0,152.0,57.89473684210526,0.0
Polk,2020-2021,3725.0,0.0,4,12,8.5,152.0,24.50657894736842,0.0
Polk,2021-2022,45604.65,0.0,7,203,512.0,152.0,300.03059210526317,0.0
Polk,2022-2023,39170.0,0.0,7,207,309.0,152.0,257.69736842105266,0.0
Polk,2023-2024,29770.0,0.0,4,307,259.0,152.0,195.85526315789474,0.0
Putnam,2019-2020,76777.0,76187.0,13,963,1293.5,559.0,137.34704830053667,136.29159212880143
Putnam,2020-2021,87313.0,87313.0,1,386,651.0,559.0,156.19499105545617,156.19499105545617
Putnam,2021-2022,118140.0,107800.0,4,679,1083.0,559.0,211.34168157423971,192.8443649373882
Putnam,2022-2023,113500.0,113500.0,2,620,876.5,559.0,203.04114490161,203.04114490161
Putnam,2023-2024,162392.0,147143.0,1,775,1286.0,559.0,290.50447227191415,263.2254025044723
Rhea,2019-2020,33230.0,320.0,9,0,0.0,201.09,165.24939082003084,1.5913272663981302
Rhea,2020-2021,33500.0,330.0,0,0,0.0,201.09,166.59207320105426,1.6410562434730718
Rhea,2021-2022,38700.0,280.0,8,0,0.0,201.09,192.45114128002388,1.392411358098364
Rhea,2022-2023,26125.0,270.0,0,0,0.0,201.09,129.91695260828484,1.3426823810234223
Rhea,2023-2024,13400.0,261.0,30,0,0.0,201.09,66.6368292804217,1.297926301655975
Roane,2019-2020,46410.0,0.0,50,0,0.0,143.95,322.4036123654047,0.0
Roane,2020-2021,30157.5,29.0,19,0,0.0,143.95,209.49982632858632,0.2014588398749566
Roane,2021-2022,26923.0,0.0,5,16,78.5,143.95,187.03021882598125,0.0
Roane,2022-2023,21253.75,4107.0,46,45,159.8,143.95,147.6467523445641,28.530739840222303
Roane,2023-2024,14940.75,1039.5,25,2,3.0,143.95,103.79124696075027,7.221257381035082
Robertson,2019-2020,88386.0,1230.0,39,0,0.0,61.5,1437.1707317073171,20.0
Robertson,2020-2021,2760.0,0.0,3,0,0.0,61.5,44.8780487804878,0.0
Robertson,2021-2022,73540.0,3340.0,35,0,0.0,61.5,1195.7723577235772,54.3089430894309
Robertson,2022-2023,43700.0,7953.0,43,0,0.0,61.5,710.569105691057,129.3170731707317
Robertson,2023-2024,184860.0,3944.0,60,0,0.0,61.5,3005.8536585365855,64.130081300813
Rutherford,2019-2020,75840.0,0.0,0,0,0.0,159.55,475.3368849890316,0.0
Rutherford,2020-2021,108110.0,0.0,0,0,0.0,159.55,677.5932309620808,0.0
Rutherford,2021-2022,109840.0,0.0,0,0,0.0,159.55,688.4362268881227,0.0
Rutherford,2022-2023,161670.0,0.0,0,0,0.0,159.55,1013.2873707301785,0.0
Rutherford,2023-2024,116100.0,0.0,0,0,0.0,159.55,727.6715763083672,0.0
Scott,2019-2020,38625.0,0.0,2,3,8.0,443.5,87.0913190529876,0.0
Scott,2020-2021,51700.0,0.0,13,0,0.0,443.5,116.57271702367531,0.0
Scott,2021-2022,58035.0,0.0,7,0,0.0,443.5,130.85682074408118,0.0
Scott,2022-2023,50875.0,0.0,2,174,8.0,443.5,114.71251409244645,0.0
Scott,2023-2024,371211.0,0.0,1,3,4.0,443.5,837.0033821871477,0.0
Sequatchie,2019-2020,30440.0,30440.0,5,19,76.0,111.0,274.23423423423424,274.23423423423424
Sequatchie,2020-2021,52560.0,52560.0,5,75,150.0,111.0,473.5135135135135,473.5135135135135
Sequatchie,2021-2022,57887.5,49992.25,11,80,95.0,111.0,521.509009009009,450.3806306306306
Sequatchie,2022-2023,49350.0,49350.0,14,30,60.0,111.0,444.5945945945946,444.5945945945946
Sequatchie,2023-2024,28048.0,28048.0,9,2,60.0,111.0,252.6846846846847,252.6846846846847
Sevier,2019-2020,235330.0,0.0,0,368,1460.0,192.1,1225.0390421655388,0.0
Sevier,2020-2021,305190.0,0.0,0,425,1402.0,192.1,1588.7038001041126,0.0
Sevier,2021-2022,341590.0,0.0,0,370,1291.0,192.1,1778.1884435190007,0.0
Sevier,2022-2023,394050.0,150.0,565,56,216.0,192.1,2051.2753774076004,0.7808433107756377
Sevier,2023-2024,0.0,0.0,0,0,0.0,192.1,0.0,0.0
Shelby,2019-2020,374828.0,0.0,495,25,100.0,277.0,1353.1696750902527,0.0
Shelby,2020-2021,394380.0,0.0,1052,0,0.0,277.0,1423.7545126353791,0.0
Shelby,2021-2022,416340.0,0.0,987,0,0.0,277.0,1503.0324909747292,0.0
Shelby,2022-2023,385560.0,0.0,709,0,0.0,277.0,1391.9133574007221,0.0
Shelby,2023-2024,398500.0,0.0,360,40,200.0,277.0,1438.6281588447653,0.0
Smith,2019-2020,36203.1,0.0,0,0,0.0,103.0,351.4864077669903,0.0
Smith,2020-2021,24730.0,0.0,0,0,0.0,103.0,240.09708737864077,0.0
Smith,2021-2022,52470.0,0.0,0,0,0.0,103.0,509.41747572815535,0.0
Smith,2022-2023,51111.68,0.0,0,0,0.0,103.0,496.22990291262136,0.0
Smith,2023-2024,54600.0,0.0,0,0,0.0,103.0,530.0970873786408,0.0
Statewide,2019-2020,21296709.41,7585240.92,4053,8663,28562.6,41143.03,517.6261789664009,184.36272000385
Statewide,2020-2021,20547662.2,7949094.8,4326,5428,19655.25,41143.03,499.42024688021274,193.20635354275075
Statewide,2022-2023,19058198.73,5656816.8,0,0,0.0,41143.03,463.218161861195,137.49149734475074
Statewide,2023-2024,15294053.16,1428463.0,2865,8330,28771.9,41143.03,371.72889697234257,34.71944093568218
Stewart,2019-2020,44490.0,35450.0,2,0,0.0,52.0,855.5769230769231,681.7307692307693
Stewart,2020-2021,53771.0,53771.0,1,151,488.0,52.0,1034.0576923076924,1034.0576923076924
Stewart,2021-2022,62723.0,62723.0,0,47,157.0,52.0,1206.2115384615386,1206.2115384615386
Stewart,2022-2023,268.0,268.0,0,44,176.0,52.0,5.153846153846154,5.153846153846154
Stewart,2023-2024,1600.0,1160.0,1,4,20.0,52.0,30.76923076923077,22.307692307692307
Sullivan,2019-2020,5719952.57,5111156.57,1,0,0.0,243.0,23538.89946502058,21033.566131687243
Sullivan,2020-2021,6844828.0,5823835.0,0,0,0.0,243.0,28168.01646090535,23966.399176954732
Sullivan,2021-2022,1212012.0,2374093.0,0,0,0.0,243.0,4987.7037037037035,9769.930041152264
Sullivan,2022-2023,3380442.0,3453224.0,0,0,0.0,243.0,13911.283950617284,14210.798353909466
Sullivan,2023-2024,20442.0,1624.0,0,182,414.0,243.0,84.12345679012346,6.683127572016461
Sumner,2019-2020,56620.0,82.0,63,0,0.0,181.9,311.2699285321605,0.4507971412864211
Sumner,2020-2021,32329.0,34.0,33,0,0.0,181.9,177.72952171522815,0.18691588785046728
Sumner,2021-2022,45040.0,31.0,35,0,0.0,181.9,247.60857614073666,0.17042330951072018
Sumner,2022-2023,195532.0,54.0,173,0,0.0,181.9,1074.9422759758108,0.29686641011544807
Sumner,2023-2024,50020.0,28.0,46,0,0.0,181.9,274.98625618471686,0.15393073117097306
Tipton,2019-2020,83655.0,5345.0,174,59,96.0,26.1,3205.1724137931033,204.78927203065132
Tipton,2020-2021,58255.0,1070.0,52,0,0.0,26.1,2231.992337164751,40.996168582375475
Tipton,2021-2022,46515.0,1349.53,73,0,0.0,26.1,1782.183908045977,51.70613026819923
Tipton,2022-2023,53385.0,0.0,63,0,0.0,26.1,2045.4022988505747,0.0
Tipton,2023-2024,132185.0,0.0,76,0,0.0,26.1,5064.55938697318,0.0
Trousdale,2019-2020,83691.5,74409.5,0,0,0.0,671.0,124.72652757078987,110.89344262295081
Trousdale,2020-2021,5768.3,4240.8,0,0,0.0,671.0,8.596572280178838,6.320119225037258
Trousdale,2021-2022,10423.0,9661.0,0,0,0.0,671.0,15.533532041728764,14.397913561847988
Trousdale,2022-2023,19296.0,6465.0,0,1,1.0,671.0,28.75707898658718,9.634873323397914
Trousdale,2023-2024,14060.0,9019.0,0,0,0.0,671.0,20.953800298062593,13.441132637853949
Unicoi,2019-2020,49699.0,0.0,5,0,0.0,1390.0,35.7546762589928,0.0
Unicoi,2020-2021,19793.0,0.0,4,0,0.0,1390.0,14.239568345323741,0.0
Unicoi,2021-2022,33099.0,0.0,20,0,0.0,1390.0,23.812230215827338,0.0
Unicoi,2022-2023,9840.0,0.0,3,0,0.0,1390.0,7.079136690647482,0.0
Unicoi,2023-2024,1540.0,0.0,0,477,1225.0,1390.0,1.1079136690647482,0.0
Union,2019-2020,114180.0,17.0,141,0,0.0,745.3,153.20005366966322,0.022809606869716895
Union,2020-2021,92880.0,0.0,98,0,0.0,745.3,124.62095800348854,0.0
Union,2021-2022,61900.0,0.0,120,0,0.0,745.3,83.05380383738093,0.0
Union,2022-2023,57000.0,0.0,173,0,0.0,745.3,76.47927009258018,0.0
Union,2023-2024,59260.0,0.0,188,0,0.0,745.3,79.51160606467195,0.0
Van Buren,2019-2020,60468.0,42731.0,12,0,0.0,1993.0,30.340190667335676,21.440541896638234
Van Buren,2020-2021,19256.0,12478.0,7,0,0.0,1993.0,9.661816357250377,6.260913196186653
Van Buren,2021-2022,46314.0,23976.0,26,0,0.0,1993.0,23.23833416959358,12.030105368790768
Van Buren,2022-2023,48820.0,1150.0,34,0,0.0,1993.0,24.49573507275464,0.577019568489714
Van Buren,2023-2024,37260.0,2225.0,14,0,0.0,1993.0,18.695434019066735,1.1164074259909684
Warren,2019-2020,41352.0,4354.0,19,0,0.0,129.3,319.81438515081203,33.67362722351121
Warren,2020-2021,23714.0,9031.0,37,0,0.0,129.3,183.40293890177878,69.84532095901005
Warren,2021-2022,32144.0,3447.0,3,0,0.0,129.3,248.60015467904097,26.658932714617166
Warren,2022-2023,27270.0,1.0,0,0,0.0,129.3,210.90487238979117,0.007733952049497292
Warren,2023-2024,26500.0,0.0,0,0,0.0,129.3,204.94972931167825,0.0
Washington,2019-2020,430315.0,0.0,21,0,0.0,1155.0,372.56709956709955,0.0
Washington,2020-2021,186706.0,0.0,8,0,0.0,1155.0,161.65021645021645,0.0
Washington,2021-2022,401805.0,1.0,7,0,0.0,1155.0,347.8831168831169,0.0008658008658008658
Washington,2022-2023,391685.0,0.0,23,8,2.0,1155.0,339.1212121212121,0.0
Washington,2023-2024,323501.0,0.0,12,0,0.0,1155.0,280.0874458874459,0.0
Wayne,2019-2020,41371.0,24392.0,82,2,6.0,274.4,150.76895043731778,88.8921282798834
Wayne,2020-2021,52872.0,17029.0,503,15,8.0,274.4,192.68221574344025,62.05903790087464
Wayne,2021-2022,51590.0,9485.0,90,0,0.0,274.4,188.01020408163268,34.56632653061225
Wayne,2022-2023,70295.0,22929.0,83,0,0.0,274.4,256.17711370262396,83.56049562682216
Wayne,2023-2024,32085.0,21592.0,54,0,0.0,274.4,116.92784256559767,78.68804664723032
Weakley,2019-2020,45335.0,965.0,63,166,1224.0,34.58,1311.017929438982,27.9063042220937
Weakley,2020-2021,42943.0,340.0,34,173,505.0,34.58,1241.844997108155,9.832272990167727
Weakley,2021-2022,32687.0,1030.0,36,300,951.0,34.58,945.2573742047426,29.786003470214
Weakley,2022-2023,42546.0,3145.0,28,418,1328.5,34.58,1230.3643724696358,90.94852515905148
Weakley,2023-2024,41581.0,1140.0,24,563,1591.0,34.58,1202.458068247542,32.96703296703297
White,2019-2020,105597.0,0.0,44,353,1525.5,374.65,281.8550647270786,0.0
White,2020-2021,98817.0,0.0,100,0,0.0,374.65,263.7581742960096,0.0
White,2021-2022,171885.85,0.0,31,0,0.0,374.65,458.790471106366,0.0
White,2022-2023,151956.7,0.0,10,30,149.0,374.65,405.5964233284399,0.0
White,2023-2024,137235.0,0.0,2,12,3.0,374.65,366.30188175630593,0.0
Williamson,2019-2020,83544.0,5574.0,44,0,0.0,73.8,1132.0325203252032,75.52845528455285
Williamson,2020-2021,66372.0,5223.0,40,0,0.0,73.8,899.349593495935,70.77235772357724
Williamson,2021-2022,75265.0,8935.0,34,0,0.0,73.8,1019.8509485094851,121.07046070460706
Williamson,2022-2023,67140.0,11743.0,36,0,0.0,73.8,909.7560975609756,159.11924119241192
Williamson,2023-2024,74420.0,12970.0,23,22,209.0,73.8,1008.4010840108401,175.74525745257452
Wilson,2019-2020,241635.0,0.0,0,0,0.0,56.0,4314.910714285715,0.0
Wilson,2020-2021,448674.0,0.0,0,0,0.0,56.0,8012.035714285715,0.0
Wilson,2021-2022,360446.0,0.0,0,0,0.0,56.0,6436.535714285715,0.0
Wilson,2022-2023,356252.0,0.0,0,0,0.0,56.0,6361.642857142857,0.0
Wilson,2023-2024,287795.0,0.0,0,0,0.0,56.0,5139.196428571428,0.0
